Accel_X,Accel_Y,Accel_Z
134,3952,-15516
163,3986,-15546
168,3982,-15518
128,3967,-15515
157,3989,-15535
154,3971,-15523
145,3990,-15544
163,3989,-15542
141,3971,-15534
133,3979,-15529
156,3971,-15532
144,3964,-15524
141,3992,-15532
149,3983,-15523
151,3975,-15539
144,3984,-15521
166,3984,-15520
148,3960,-15521
148,3983,-15539
145,3989,-15524
149,3978,-15529
150,3981,-15537
138,3980,-15530
138,3976,-15532
135,4004,-15540
155,3980,-15518
145,3986,-15540
155,3969,-15543
133,3978,-15521
136,3980,-15529
150,3984,-15532
150,3981,-15533
146,3979,-15545
143,3971,-15510
128,3986,-15526
149,3986,-15533
161,3987,-15519
143,3984,-15530
166,3986,-15533
143,3974,-15523
152,3983,-15534
165,3983,-15524
145,3960,-15518
137,3993,-15535
154,3979,-15531
140,3982,-15529
146,3978,-15545
143,3974,-15521
139,3975,-15528
158,3992,-15528
146,3972,-15525
136,3983,-15542
153,3986,-15533
120,3978,-15536
142,3980,-15536
157,3977,-15516
152,3976,-15555
159,3986,-15543
143,3975,-15526
154,3991,-15540
147,3990,-15531
150,3976,-15540
142,3969,-15539
168,3979,-15523
140,3987,-15521
137,3981,-15526
155,3985,-15527
157,3969,-15509
145,3978,-15532
150,3982,-15527
146,3951,-15536
144,3969,-15526
152,3994,-15539
134,3971,-15535
155,3986,-15526
135,3958,-15521
131,3981,-15536
163,3976,-15524
150,3975,-15528
162,3981,-15535
157,3967,-15512
140,3973,-15513
162,3971,-15551
146,3967,-15526
149,3986,-15519
160,3988,-15531
140,3982,-15533
149,3991,-15536
137,3968,-15523
145,3973,-15538
170,3993,-15522
134,3975,-15522
147,3989,-15538
158,3974,-15523
133,3971,-15523
165,3985,-15531
144,3971,-15524
149,3988,-15526
163,3967,-15518
125,3983,-15533
158,3985,-15532
134,3974,-15528
141,3983,-15521
145,3966,-15527
146,3980,-15538
155,3999,-15527
138,3973,-15532
139,3985,-15547
167,3974,-15530
150,3981,-15534
168,3982,-15525
144,3966,-15513
151,3984,-15524
150,3994,-15510
133,3977,-15525
154,3992,-15546
136,3964,-15525
139,3990,-15543
155,4002,-15530
125,3984,-15523
152,3992,-15543
165,3989,-15525
141,3975,-15524
161,3985,-15522
163,3971,-15530
149,3970,-15545
160,3998,-15524
143,3974,-15528
161,3981,-15534
146,3958,-15536
141,3992,-15529
159,3989,-15523
148,3989,-15528
151,3977,-15534
156,3990,-15537
155,4000,-15524
135,3978,-15523
170,3984,-15533
145,3988,-15530
148,3975,-15554
145,3979,-15533
158,3987,-15532
150,3972,-15544
162,3976,-15531
140,3968,-15526
148,3994,-15531
167,3979,-15521
141,3979,-15538
160,3986,-15539
158,3972,-15501
130,3990,-15538
154,3985,-15530
138,3961,-15524
120,3972,-15532
165,3987,-15531
117,3982,-15531
139,3986,-15550
147,3982,-15521
141,3970,-15518
154,4001,-15529
158,3982,-15535
139,3985,-15531
150,3982,-15514
144,3973,-15531
141,3983,-15541
152,3975,-15542
132,3961,-15533
150,3980,-15541
147,3961,-15535
139,3983,-15536
155,3989,-15530
160,3977,-15526
143,3977,-15543
159,3993,-15540
165,3981,-15523
124,3986,-15536
149,3972,-15540
151,3982,-15523
126,3978,-15526
137,3991,-15530
158,3979,-15535
150,3976,-15538
155,3976,-15522
145,3980,-15517
141,3975,-15542
162,3987,-15528
149,3961,-15539
144,3997,-15545
145,3987,-15500
131,3973,-15541
157,3991,-15543
152,3976,-15510
142,3983,-15539
142,3990,-15520
129,3968,-15527
141,3993,-15534
159,3970,-15527
123,3969,-15535
166,3999,-15546
153,3968,-15511
138,3985,-15540
149,3990,-15535
139,3975,-15524
142,3980,-15554
151,3979,-15512
124,3974,-15523
142,3978,-15557
155,3971,-15532
148,3991,-15517
152,3974,-15537
148,3985,-15519
147,3977,-15519
152,3985,-15537
141,3982,-15524
124,3969,-15531
160,3995,-15551
148,3989,-15516
145,3975,-15537
159,3981,-15531
147,3968,-15522
147,3994,-15542
156,3988,-15530
125,3974,-15524
171,3993,-15557
148,3979,-15524
129,3988,-15535
168,3981,-15540
140,3965,-15517
128,3988,-15557
151,3971,-15536
138,3962,-15523
161,3983,-15554
165,3978,-15530
145,3968,-15525
154,3986,-15524
147,3989,-15527
163,3989,-15515
143,3983,-15534
137,3977,-15523
147,3985,-15526
144,3980,-15527
144,3993,-15532
131,3988,-15525
154,3976,-15529
158,3976,-15509
131,3975,-15540
159,3976,-15516
137,3982,-15524
150,3989,-15547
170,3990,-15523
139,3978,-15524
151,3981,-15544
140,3967,-15511
154,3975,-15528
160,3982,-15529
136,3989,-15517
147,3977,-15542
180,3973,-15528
142,3983,-15531
162,3976,-15544
162,3973,-15531
131,3968,-15539
150,3979,-15536
154,3979,-15506
162,3991,-15543
161,3987,-15537
150,3988,-15518
143,3973,-15529
145,3976,-15531
143,3985,-15529
161,3969,-15542
155,3973,-15526
143,3966,-15517
141,3995,-15538
146,3986,-15538
143,3982,-15525
156,3983,-15524
155,3972,-15512
154,3982,-15538
151,3992,-15525
143,3951,-15516
131,3975,-15526
152,3969,-15516
143,3978,-15535
151,3993,-15531
138,3980,-15508
125,3981,-15528
167,3983,-15529
152,3981,-15526
132,3988,-15526
157,3980,-15542
129,3980,-15519
146,3981,-15527
163,3962,-15517
152,3982,-15533
141,3990,-15535
157,3980,-15531
141,3981,-15533
153,3974,-15532
141,3980,-15539
158,3974,-15531
164,3988,-15529
142,3969,-15527
145,3976,-15522
143,3986,-15518
147,3995,-15532
152,3983,-15518
136,3974,-15534
166,3987,-15516
141,3968,-15523
136,3977,-15530
145,3979,-15518
162,3978,-15540
141,3968,-15528
145,3979,-15529
147,3977,-15534
159,3991,-15535
134,3983,-15536
160,3973,-15524
141,3978,-15540
144,3987,-15544
150,3970,-15519
154,3978,-15521
143,3974,-15525
148,3969,-15543
159,3991,-15520
149,3982,-15534
136,3964,-15520
139,3973,-15543
144,3979,-15525
135,3968,-15521
143,3984,-15533
148,3967,-15530
158,3986,-15529
159,3983,-15529
147,3970,-15523
142,3992,-15538
155,3980,-15531
139,3988,-15538
131,3996,-15525
140,3971,-15517
131,3994,-15534
164,3988,-15538
148,3975,-15524
155,3988,-15540
151,3972,-15529
141,3986,-15528
148,3979,-15539
145,3981,-15533
127,3989,-15534
146,3967,-15534
142,3984,-15518
141,3984,-15511
143,3981,-15532
169,3984,-15531
151,3974,-15527
151,3998,-15542
144,3980,-15528
140,3969,-15530
145,3989,-15531
143,3966,-15515
136,3989,-15529
183,3991,-15523
151,3968,-15532
146,3992,-15536
173,3973,-15507
136,3982,-15532
166,3990,-15528
148,3967,-15502
132,3978,-15537
172,3995,-15518
132,3974,-15533
157,3991,-15531
139,3978,-15510
133,3977,-15529
159,3983,-15536
158,3982,-15525
158,3991,-15546
162,3978,-15519
136,3973,-15523
149,3987,-15550
156,3982,-15525
158,3977,-15521
138,3984,-15522
151,3992,-15543
155,3982,-15538
154,3975,-15532
146,3995,-15532
145,3965,-15523
138,3993,-15550
167,3977,-15521
133,3960,-15516
148,3994,-15557
158,3976,-15523
129,3978,-15534
175,3989,-15531
158,3967,-15514
148,3979,-15542
167,3972,-15526
127,3977,-15511
142,3984,-15538
144,3970,-15527
137,3989,-15537
154,3980,-15527
151,3951,-15523
137,3983,-15531
156,3970,-15550
136,3974,-15536
160,3982,-15521
150,3965,-15522
147,3983,-15537
164,3999,-15538
146,3978,-15521
148,3985,-15541
153,3989,-15538
162,3989,-15535
158,3977,-15519
147,3992,-15532
164,3979,-15527
149,3985,-15536
144,3973,-15542
153,3982,-15522
130,3984,-15537
146,3982,-15537
134,3964,-15521
126,3984,-15541
165,3989,-15512
139,3956,-15522
151,3986,-15546
155,3975,-15507
136,3973,-15520
147,3986,-15539
140,3970,-15514
143,3976,-15535
136,3981,-15522
133,3963,-15522
143,3977,-15519
155,3988,-15511
138,3961,-15544
156,3986,-15541
166,3973,-15505
138,3993,-15537
160,3987,-15511
129,3980,-15525
147,3982,-15538
173,3985,-15531
145,3967,-15510
152,3975,-15522
161,3966,-15508
147,3979,-15527
155,3996,-15533
150,3969,-15517
135,3971,-15543
161,3996,-15545
145,3988,-15525
138,3985,-15532
149,3982,-15538
140,3979,-15530
148,3968,-15545
142,3979,-15538
160,3965,-15526
133,3976,-15549
149,3994,-15537
151,3974,-15514
145,3988,-15529
142,3978,-15524
139,3967,-15517
137,3979,-15527
166,3968,-15520
142,3957,-15522
156,3983,-15546
151,3972,-15526
143,3988,-15531
155,3972,-15529
149,3958,-15541
157,3987,-15532
153,3974,-15515
142,3979,-15516
150,3989,-15525
146,3961,-15533
138,3985,-15531
156,3978,-15530
132,3982,-15519
165,3992,-15548
165,3973,-15546
156,3988,-15532
159,3972,-15535
139,3983,-15540
145,3982,-15525
141,3983,-15529
146,3990,-15531
155,3991,-15544
151,3991,-15535
161,3976,-15519
140,3983,-15513
149,3984,-15548
167,3989,-15526
115,3982,-15528
142,3986,-15534
156,3965,-15531
151,3996,-15541
154,3985,-15539
132,3964,-15523
151,3992,-15537
151,3982,-15525
141,3991,-15537
163,3988,-15540
151,3969,-15517
148,3976,-15532
155,3974,-15524
129,3973,-15520
142,4001,-15528
143,3969,-15521
167,3973,-15533
156,3981,-15536
143,3970,-15516
164,3980,-15522
138,3967,-15522
148,3987,-15532
158,3978,-15526
136,3966,-15533
142,3965,-15542
145,3982,-15514
146,3981,-15550
150,3978,-15539
154,3970,-15530
152,3986,-15556
150,3976,-15516
151,3971,-15519
142,3983,-15553
149,3967,-15529
138,3983,-15527
151,3971,-15528
164,3969,-15537
155,3972,-15530
142,3993,-15532
156,3989,-15535
150,3983,-15524
151,3984,-15544
138,3988,-15527
134,3978,-15526
156,3993,-15527
152,3971,-15549
155,3989,-15541
163,3981,-15520
146,3983,-15525
145,3985,-15529
166,3991,-15533
151,3986,-15531
157,3975,-15524
152,3974,-15530
147,3995,-15532
157,3969,-15513
144,3976,-15514
156,3990,-15534
154,3992,-15533
154,3980,-15524
150,3986,-15529
149,3969,-15520
143,3974,-15534
136,3984,-15521
140,3977,-15526
142,3978,-15536
141,3992,-15546
150,3985,-15526
144,3995,-15512
144,3983,-15525
135,3981,-15540
147,3978,-15531
135,3980,-15528
132,3962,-15519
139,3970,-15530
146,3980,-15544
144,3973,-15526
142,3983,-15528
144,3980,-15525
141,3982,-15533
145,3983,-15545
155,3986,-15511
141,3977,-15519
146,3982,-15544
150,3977,-15528
133,3985,-15534
142,3983,-15530
157,3990,-15523
134,3991,-15532
160,3978,-15531
154,3980,-15526
155,3979,-15532
159,3976,-15546
136,3980,-15534
145,4004,-15527
155,3966,-15528
137,3965,-15531
156,3983,-15536
154,3977,-15525
138,3987,-15527
154,3976,-15532
159,3977,-15538
148,3982,-15524
145,3971,-15512
143,3980,-15538
145,3992,-15534
166,3968,-15532
151,3962,-15526
155,3974,-15525
166,3971,-15535
155,3973,-15524
162,3976,-15538
146,3971,-15533
136,3983,-15521
157,3990,-15531
142,3980,-15527
145,3983,-15525
155,3982,-15530
144,3974,-15537
161,3986,-15539
164,3990,-15531
133,3972,-15539
154,3983,-15538
136,3964,-15521
130,3987,-15522
153,3967,-15531
138,3982,-15542
165,3985,-15536
154,3975,-15523
169,3969,-15534
167,3984,-15540
147,3983,-15527
151,3972,-15526
163,3962,-15542
146,3973,-15526
174,3982,-15523
150,3979,-15520
149,3973,-15523
143,3972,-15532
137,3971,-15545
161,3962,-15530
145,3957,-15519
154,3975,-15541
159,3990,-15535
131,3988,-15538
167,3980,-15526
140,3956,-15527
149,3983,-15541
171,3992,-15522
124,3992,-15507
152,3981,-15533
153,3971,-15523
144,3998,-15533
155,4005,-15524
126,3966,-15519
134,3985,-15534
155,3983,-15525
137,3994,-15534
153,3980,-15534
137,3959,-15513
164,3984,-15535
157,3983,-15528
154,3976,-15530
155,3982,-15529
139,3965,-15534
164,3989,-15538
148,3972,-15535
150,3974,-15530
162,3976,-15533
147,3992,-15531
148,3984,-15544
141,3980,-15506
141,3986,-15531
165,3981,-15528
149,3970,-15529
148,3997,-15536
149,3988,-15523
113,3976,-15523
152,3983,-15545
141,3977,-15518
151,3986,-15539
162,3993,-15527
145,3973,-15528
148,3981,-15530
138,3980,-15520
127,3980,-15538
158,3993,-15536
148,3979,-15539
142,3986,-15530
163,3980,-15532
147,3998,-15537
157,3986,-15534
149,3972,-15536
135,3982,-15503
145,3970,-15522
135,3975,-15545
152,3997,-15525
134,3960,-15524
156,3971,-15532
164,3981,-15528
133,3971,-15540
137,3986,-15531
147,3963,-15512
143,3978,-15538
176,3994,-15528
158,3973,-15522
152,3990,-15543
158,3987,-15506
123,3976,-15541
147,4000,-15541
149,3977,-15512
150,3991,-15542
146,4001,-15536
143,3972,-15526
141,3986,-15529
144,3974,-15512
142,3975,-15525
164,3992,-15542
161,3982,-15526
144,3961,-15527
168,3994,-15554
163,3971,-15532
137,3988,-15541
149,3983,-15510
153,3974,-15529
143,3985,-15545
157,3991,-15530
151,3972,-15517
152,3983,-15531
143,3977,-15548
142,3989,-15536
155,3987,-15528
149,3978,-15525
153,3982,-15541
152,3975,-15535
161,3979,-15525
138,3983,-15527
147,3986,-15532
142,3989,-15527
129,3974,-15523
146,3986,-15536
157,3984,-15527
150,3989,-15542
167,3990,-15537
123,3972,-15528
134,3996,-15530
141,3978,-15531
136,3967,-15535
155,4009,-15536
159,3965,-15525
145,3966,-15544
150,3999,-15533
145,3976,-15513
170,3974,-15543
170,3980,-15531
150,3971,-15540
170,3980,-15530
160,3974,-15529
145,3972,-15542
157,3967,-15548
149,3987,-15524
140,3984,-15534
154,3965,-15544
156,3979,-15538
146,3978,-15532
140,3997,-15531
150,3984,-15534
155,3969,-15535
152,3982,-15540
146,3973,-15518
152,3972,-15536
154,4002,-15532
156,3976,-15522
142,3991,-15551
155,3972,-15523
134,3959,-15531
142,4001,-15548
161,3977,-15518
152,3975,-15535
169,3985,-15529
154,3972,-15529
138,3970,-15556
179,3974,-15514
141,3974,-15539
155,3989,-15529
156,3963,-15507
144,3978,-15534
166,3989,-15514
132,3975,-15530
149,3992,-15547
154,3974,-15525
129,3980,-15533
142,3977,-15531
144,3972,-15527
142,3988,-15536
150,3979,-15515
148,3991,-15535
154,3979,-15522
161,3982,-15519
147,3981,-15530
150,3972,-15522
155,3987,-15537
164,3972,-15528
144,3970,-15523
143,3981,-15527
142,3982,-15527
140,3979,-15525
165,3972,-15522
125,3969,-15525
157,3994,-15543
143,3976,-15525
126,3978,-15531
163,3988,-15524
135,3973,-15528
155,3978,-15540
152,3974,-15529
144,3992,-15528
162,3995,-15547
154,3986,-15528
147,3995,-15543
136,3987,-15534
146,3959,-15519
154,3984,-15535
124,3983,-15536
143,3979,-15540
156,3980,-15523
141,3989,-15538
164,3988,-15536
141,3987,-15529
142,3965,-15542
138,3975,-15532
146,3977,-15532
136,3973,-15530
124,3965,-15520
150,3974,-15527
164,3982,-15535
139,3972,-15531
166,3984,-15529
146,3965,-15518
150,3970,-15532
153,3985,-15527
148,3972,-15539
141,3974,-15527
144,3967,-15532
144,3984,-15535
149,3984,-15539
144,3966,-15522
142,3984,-15530
143,3969,-15529
153,3970,-15520
152,3978,-15550
142,3981,-15535
158,3987,-15540
148,3971,-15538
154,3985,-15523
151,3988,-15533
140,3978,-15536
153,3985,-15513
144,3986,-15537
142,3973,-15541
153,3976,-15527
147,3982,-15527
152,3983,-15519
147,3963,-15519
155,3983,-15540
131,3978,-15521
147,3995,-15543
150,3993,-15536
130,3963,-15524
134,3981,-15537
167,3993,-15529
113,3981,-15520
138,3994,-15523
140,3974,-15523
141,3973,-15543
157,3992,-15536
157,3969,-15525
140,3979,-15534
155,3984,-15535
159,3974,-15534
137,3988,-15542
152,3982,-15525
131,3973,-15531
137,3990,-15544
158,3984,-15508
142,3972,-15525
159,3981,-15548
141,3976,-15521
129,3995,-15532
151,4000,-15542
148,3967,-15523
136,3974,-15543
180,3999,-15541
148,3980,-15525
136,3986,-15533
161,3976,-15524
129,3979,-15530
157,3990,-15540
145,3965,-15518
137,3964,-15530
164,3991,-15541
144,3981,-15527
165,3982,-15532
157,3968,-15526
143,3974,-15532
151,3982,-15544
142,3980,-15522
149,3964,-15532
143,3989,-15528
150,3979,-15536
154,3978,-15525
124,3974,-15526
151,3985,-15515
146,3977,-15536
143,3991,-15551
151,3987,-15525
140,3973,-15539
153,3998,-15555
166,3973,-15515
134,3971,-15536
157,3983,-15536
150,3959,-15520
137,3979,-15562
163,3988,-15527
133,3966,-15522
153,3988,-15547
144,3974,-15520
140,3984,-15529
152,3985,-15521
146,3979,-15515
136,3999,-15535
160,3976,-15534
144,3974,-15525
149,3986,-15527
152,3986,-15537
160,3966,-15545
145,3990,-15535
158,3978,-15536
157,3977,-15526
135,3988,-15546
148,3990,-15524
162,3974,-15510
164,3980,-15544
146,3986,-15528
131,3969,-15528
152,3980,-15537
143,3962,-15523
129,3975,-15548
165,3989,-15515
141,3959,-15521
128,3981,-15537
155,3981,-15523
114,3981,-15531
146,3989,-15526
146,3967,-15516
132,3979,-15544
179,4000,-15526
128,3971,-15518
128,3990,-15537
150,3974,-15523
153,3982,-15532
155,4002,-15529
164,3973,-15510
144,3973,-15536
143,3978,-15535
154,3975,-15519
151,3989,-15518
135,3980,-15534
137,3970,-15531
149,3987,-15524
135,3977,-15533
159,3987,-15527
147,3979,-15535
147,3987,-15532
152,3989,-15514
138,3971,-15522
167,3979,-15532
162,3965,-15521
140,3988,-15541
170,3959,-15520
134,3959,-15537
160,3990,-15537
149,3976,-15505
153,3980,-15528
168,3985,-15530
139,3971,-15530
144,3973,-15564
160,3979,-15503
133,3981,-15536
126,3990,-15551
157,3972,-15520
131,3977,-15530
149,3989,-15531
147,3964,-15516
133,3980,-15530
170,3976,-15526
139,3961,-15518
146,3982,-15550
161,3967,-15535
143,3967,-15528
138,3981,-15529
155,3973,-15525
141,3983,-15524
162,3999,-15534
153,3971,-15517
134,3978,-15529
161,3982,-15529
154,3968,-15540
143,3982,-15537
141,3963,-15515
147,3973,-15520
144,3976,-15537
146,3984,-15518
130,3967,-15526
152,3972,-15536
157,3960,-15518
132,3971,-15512
147,3997,-15505
154,3980,-15516
144,3980,-15528
161,3998,-15539
151,3963,-15520
150,3986,-15529
164,3969,-15529
144,3969,-15528
132,3978,-15525
150,3967,-15535
129,3972,-15533
141,3983,-15523
141,3955,-15527
134,3979,-15540
170,3975,-15531
156,3974,-15523
151,3973,-15535
148,3983,-15523
122,3975,-15526
154,3986,-15546
167,3977,-15532
133,3989,-15523
152,3978,-15513
140,3964,-15526
156,3994,-15523
152,3920,-15449
139,4086,-15635
149,3925,-15574
183,3983,-15505
139,3992,-15427
105,4009,-15585
70,3935,-15599
123,3894,-15377
143,4014,-15580
191,4001,-15545
242,4060,-15688
218,4028,-15376
154,4014,-15397
85,3888,-15687
86,3896,-15620
123,3944,-15340
158,4037,-15463
190,4038,-15686
189,3972,-15505
144,3979,-15468
75,3959,-15498
59,3930,-15641
159,3978,-15548
217,3969,-15349
253,4050,-15499
198,4006,-15625
118,3951,-15541
105,3927,-15473
85,3934,-15575
135,3957,-15550
170,4028,-15539
191,3987,-15383
164,4001,-15503
131,3966,-15573
88,3949,-15588
146,3961,-15521
190,3985,-15479
198,4020,-15559
190,4006,-15533
169,3981,-15485
107,3948,-15466
86,3965,-15596
117,3962,-15591
147,3975,-15509
198,4004,-15462
173,4014,-15526
131,3978,-15581
120,3939,-15508
114,3956,-15491
147,3984,-15543
193,4012,-15586
190,3988,-15487
195,4001,-15503
138,3962,-15509
97,3961,-15582
122,3960,-15527
135,3975,-15482
179,4020,-15544
205,4011,-15563
140,3992,-15529
131,3968,-15508
106,3963,-15526
119,3958,-15552
183,3988,-15535
191,3968,-15473
178,4007,-15531
150,3972,-15559
143,3957,-15570
118,3967,-15536
159,3977,-15506
145,3986,-15536
177,4006,-15529
185,3996,-15496
152,3965,-15520
120,3975,-15571
136,3946,-15557
150,3967,-15531
168,3987,-15502
181,3988,-15534
147,3990,-15542
146,3987,-15524
118,3972,-15516
131,3973,-15549
179,3986,-15559
154,3992,-15510
174,4005,-15485
170,3971,-15515
124,3963,-15552
124,3976,-15541
141,3962,-15524
163,3977,-15546
164,3996,-15551
175,3973,-15503
143,3975,-15509
128,3979,-15529
118,3979,-15549
137,3987,-15554
176,4010,-15507
161,3997,-15512
162,3983,-15548
138,3982,-15534
117,3953,-15519
122,3971,-15534
168,3967,-15525
141,3982,-15541
181,3978,-15520
155,3981,-15515
122,3988,-15535
151,3991,-15540
120,3972,-15498
142,4015,-15534
173,3988,-15516
161,3986,-15534
165,3982,-15547
148,3964,-15526
101,3974,-15538
153,3973,-15549
165,3979,-15512
162,3992,-15521
147,4000,-15519
139,3980,-15542
125,3975,-15558
151,3986,-15523
140,3978,-15519
154,3990,-15519
185,3987,-15502
147,3979,-15518
140,3986,-15552
139,3944,-15558
138,3962,-15539
167,3988,-15538
157,3981,-15523
140,3995,-15514
162,3984,-15520
135,3988,-15532
132,3994,-15544
151,3976,-15534
129,3984,-15534
180,3988,-15531
164,3979,-15515
135,3974,-15525
156,3969,-15537
143,3962,-15529
155,3986,-15544
153,3976,-15539
160,3981,-15528
135,3980,-15527
145,3981,-15531
147,3973,-15527
131,3977,-15516
160,3980,-15518
142,3974,-15538
156,3984,-15553
146,3969,-15536
140,3965,-15537
147,3981,-15539
149,3960,-15527
132,3980,-15518
155,3984,-15530
142,3985,-15523
135,3995,-15546
160,3972,-15529
136,3966,-15511
141,3974,-15543
148,3966,-15519
163,3983,-15525
178,3974,-15521
161,3961,-15528
138,3977,-15549
157,3963,-15522
151,3984,-15518
142,3983,-15526
147,3977,-15532
152,3980,-15534
152,3990,-15528
131,3967,-15523
151,3986,-15539
132,3966,-15550
155,3978,-15528
149,3973,-15530
129,3990,-15535
143,3977,-15530
132,3974,-15525
154,3989,-15527
147,3970,-15519
134,3992,-15530
167,3997,-15524
144,3967,-15514
137,3983,-15539
174,3966,-15526
162,3961,-15529
162,3996,-15533
155,3957,-15524
138,3982,-15537
160,3985,-15551
136,3968,-15515
140,3984,-15534
140,3972,-15522
131,3981,-15543
144,3992,-15545
154,3973,-15518
145,3981,-15550
156,3987,-15538
130,3960,-15523
153,3972,-15537
157,3976,-15528
141,3980,-15531
162,3991,-15518
146,3985,-15533
139,3974,-15535
136,3972,-15526
161,3979,-15531
160,3991,-15513
144,3978,-15532
146,3970,-15528
144,3971,-15534
136,3988,-15534
158,3976,-15518
157,3975,-15532
142,3976,-15517
145,3983,-15512
155,3987,-15526
157,3970,-15535
145,3993,-15538
161,3993,-15531
146,3988,-15534
153,3983,-15535
147,3970,-15514
143,3963,-15534
159,3982,-15527
165,3965,-15533
144,3988,-15541
176,4001,-15533
141,3987,-15543
154,3988,-15525
140,3982,-15538
141,3988,-15537
132,3987,-15529
155,3973,-15540
132,3988,-15541
155,3998,-15541
147,3963,-15528
120,3982,-15519
154,3970,-15535
146,3971,-15525
162,3979,-15524
151,3977,-15537
158,3966,-15528
149,3986,-15531
161,3975,-15532
143,3972,-15522
149,3973,-15528
144,3979,-15528
139,3973,-15534
141,3988,-15530
151,3971,-15543
144,3978,-15531
165,3976,-15536
158,3980,-15534
164,3998,-15530
154,3970,-15516
160,3985,-15538
135,3982,-15552
159,3980,-15534
157,3971,-15528
141,3971,-15525
139,3984,-15538
157,3964,-15522
138,3988,-15516
152,3971,-15535
138,3984,-15553
164,4001,-15527
153,3973,-15513
142,3985,-15540
159,3991,-15538
138,3966,-15523
147,3992,-15549
161,3971,-15534
132,3963,-15539
158,3990,-15543
143,3980,-15525
124,3971,-15528
145,3985,-15526
148,3965,-15521
150,4004,-15536
162,3988,-15525
138,3979,-15532
165,3971,-15541
159,3971,-15517
146,3984,-15524
169,3975,-15530
144,3966,-15533
140,3981,-15533
144,3972,-15530
146,3979,-15531
160,3988,-15537
145,3985,-15516
138,3980,-15520
144,3976,-15521
162,3978,-15536
157,3965,-15527
141,3980,-15533
146,3976,-15532
139,3983,-15534
157,4005,-15534
153,3984,-15524
129,3966,-15523
167,3982,-15533
148,3971,-15523
153,3990,-15532
158,3975,-15528
151,3968,-15535
169,3980,-15552
168,3989,-15522
135,3978,-15517
157,3991,-15536
155,3975,-15528
141,3987,-15531
149,3995,-15536
133,3976,-15526
147,3997,-15534
151,3979,-15530
147,3991,-15525
145,3979,-15530
145,3978,-15532
158,3977,-15545
144,3987,-15531
146,3987,-15541
127,3970,-15537
144,3983,-15541
153,3991,-15517
135,3975,-15524
147,3979,-15536
149,3961,-15519
142,3991,-15535
160,3982,-15543
149,3983,-15528
136,3984,-15541
154,3989,-15515
150,3966,-15526
137,3974,-15534
161,3975,-15528
137,3965,-15538
138,3988,-15536
151,3959,-15517
135,3986,-15528
166,3993,-15532
149,3983,-15514
142,3986,-15534
150,3992,-15536
153,3975,-15530
137,3978,-15536
146,3981,-15519
151,3959,-15534
140,3978,-15548
159,3981,-15530
139,3987,-15528
137,3995,-15536
152,3965,-15525
132,3982,-15537
147,4000,-15525
145,3970,-15515
146,4003,-15534
165,3977,-15533
152,3973,-15520
148,4001,-15518
146,3967,-15508
141,3970,-15545
157,3985,-15529
152,3989,-15525
127,3964,-15534
151,3977,-15537
144,3975,-15532
157,3996,-15523
147,3973,-15523
157,4002,-15525
154,3980,-15539
145,3999,-15536
135,3971,-15526
138,3980,-15533
146,3984,-15538
143,3974,-15521
142,3983,-15535
147,3998,-15527
151,3978,-15525
154,3982,-15536
161,3980,-15526
135,3989,-15543
152,3991,-15538
138,3989,-15531
157,3976,-15532
150,3988,-15517
148,3990,-15541
155,3992,-15528
137,3978,-15526
157,3985,-15528
137,3991,-15526
148,3985,-15523
149,3973,-15534
144,3976,-15533
144,3977,-15539
119,3985,-15523
135,3992,-15527
161,3977,-15530
142,3987,-15526
161,3987,-15549
144,3978,-15518
136,3983,-15536
156,3966,-15530
144,3966,-15532
150,3983,-15541
147,3982,-15523
138,3973,-15540
159,3980,-15538
133,3980,-15524
147,3987,-15536
149,3973,-15534
165,3974,-15523
152,3988,-15547
159,3994,-15530
143,3983,-15516
147,3987,-15531
157,3989,-15530
154,3979,-15538
141,3987,-15512
151,3986,-15516
148,3970,-15524
160,3984,-15542
165,3982,-15520
151,3954,-15530
145,3971,-15532
153,3984,-15525
135,3989,-15530
157,3975,-15520
140,3984,-15526
139,3985,-15542
151,3985,-15533
137,3983,-15528
157,3978,-15545
144,3982,-15529
166,3985,-15539
162,3981,-15532
125,3976,-15533
154,3981,-15543
142,3989,-15534
167,3991,-15529
144,3983,-15536
148,3983,-15534
165,3992,-15547
136,3985,-15531
138,3986,-15541
149,3973,-15525
145,3980,-15538
161,3982,-15532
152,3964,-15513
146,3997,-15528
161,3992,-15530
139,3976,-15534
156,4004,-15539
152,3986,-15521
136,3984,-15536
148,3999,-15545
137,3986,-15525
151,3992,-15528
157,3981,-15520
154,3979,-15536
157,3994,-15539
155,3975,-15518
150,3982,-15532
158,3982,-15538
134,3980,-15525
141,3981,-15538
143,3989,-15527
152,3989,-15535
148,3965,-15550
138,3970,-15534
150,3972,-15524
151,3973,-15533
128,3995,-15536
145,3983,-15529
138,3981,-15518
144,3975,-15534
141,3973,-15542
133,4000,-15530
126,3984,-15526
139,3982,-15520
160,3989,-15534
153,3993,-15528
147,3987,-15526
159,3988,-15529
161,3976,-15528
159,3963,-15540
157,3990,-15531
137,3968,-15534
150,3984,-15523
156,3977,-15540
167,3989,-15530
154,3992,-15536
146,3988,-15527
165,3992,-15548
163,3992,-15544
158,3985,-15530
132,3978,-15525
144,3991,-15537
150,3976,-15537
152,3980,-15528
143,3988,-15539
156,3989,-15530
160,3993,-15554
156,3986,-15528
140,3977,-15518
138,3973,-15529
147,3980,-15536
143,3981,-15540
